relation_id,source_entity,target_entity,relation_type,confidence,attributes,source_file,content_hash,create_time
R_58a38cf0,ZL105,蜗壳,材料-零件应用,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""蜗壳材料为ZL105铝合金""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,58a38cf07c1685ce922806b339aae91b,2025-07-26T10:15:05.814531
R_b3ab3dfe,TC6,衬套,材料-零件应用,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""衬套材料为TC6钛合金""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,b3ab3dfef9cf2c709a66060a9b2cf87e,2025-07-26T10:15:05.814531
R_2196966f,200 ℃,温差装配法,工艺-参数控制,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""热装法加热温度为200℃""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,2196966fa2cbd93c743b1846eeb56825,2025-07-26T10:15:05.814531
R_31a79dd8,-60 ℃,温差装配法,工艺-参数控制,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""冷装法冷却温度为-60℃""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,31a79dd8ddd2f19c8634c351f0904eea,2025-07-26T10:15:05.814531
R_c12fa319,研磨,车削,工序-前后顺序,0.9,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""车削后留余量进行研磨""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,c12fa319b7d1e3c4e599d15aea005a1c,2025-07-26T10:15:05.814531
R_ec23ac58,200 h耐久试验,石墨滑动轴承,检测-缺陷发现,0.9,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""通过耐久试验验证轴承可靠性""}",某型航空燃油泵石墨滑动轴承拆卸及安装工艺研究_张峰.pdf,ec23ac587405e748e99f93d11f381a78,2025-07-26T10:15:05.814531
R_6486365d,浮动密封环,转轴,工艺加工关系,1.0,"{""direction"": ""双向"", ""strength"": ""强"", ""context"": ""相互磨损问题""}",滑动轴承浮动密封环与转轴发生相互磨损的原因与设计改进_成玲燕.pdf,6486365d16e50c63347585c01ab71b80,2025-07-26T10:15:47.487810
R_7ff5bd13,YS-20可溶性聚酰亚胺复合材料,转轴,材料不匹配,0.9,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""导致胶合磨损""}",滑动轴承浮动密封环与转轴发生相互磨损的原因与设计改进_成玲燕.pdf,7ff5bd139fb9e1f3c7aa3fd104ff32f4,2025-07-26T10:15:47.487810
R_c5f339ac,铜密封,转轴,材料匹配,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""试验验证有效""}",滑动轴承浮动密封环与转轴发生相互磨损的原因与设计改进_成玲燕.pdf,c5f339acf4d04e4ff6f2bb53ef9d4b0f,2025-07-26T10:15:47.487810
R_653399b7,装配工艺,浮动密封环,质量控制关系,0.85,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""装配不良导致局部受压""}",滑动轴承浮动密封环与转轴发生相互磨损的原因与设计改进_成玲燕.pdf,653399b7e7d569ba6cdc3fcdc53325de,2025-07-26T10:15:47.487810
R_5af69a31,改进措施,铜刀密封结构,工艺改进关系,1.0,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""彻底解决磨损问题""}",滑动轴承浮动密封环与转轴发生相互磨损的原因与设计改进_成玲燕.pdf,5af69a31c619913c8de3e9e8a119924c,2025-07-26T10:15:47.487810
R_d677af07,激光淬火,内圈,工序-零件加工,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""激光淬火强化关节轴承内圈球面""}",关节轴承内圈球面的激光淬火强化工艺_范晨阳.pdf,d677af0759becb7eb2d894914939188c,2025-07-26T10:17:46.232976
R_510f4894,激光淬火,GCr15轴承钢,工序-材料使用,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""激光淬火使用GCr15轴承钢""}",关节轴承内圈球面的激光淬火强化工艺_范晨阳.pdf,510f489497855fe0791217ef66136927,2025-07-26T10:17:46.232976
R_583f9bfc,激光淬火,库卡-美瑞克的连续激光器,工序-设备使用,0.9,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""激光淬火使用连续激光器""}",关节轴承内圈球面的激光淬火强化工艺_范晨阳.pdf,583f9bfc9595c22553dde70fe5eceef7,2025-07-26T10:17:46.232976
R_be74090b,关节轴承,内圈,产品-零件包含,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""关节轴承包含内圈""}",关节轴承内圈球面的激光淬火强化工艺_范晨阳.pdf,be74090ba7df7683452adb27f70c054b,2025-07-26T10:17:46.232976
R_f51af0c5,激光淬火,光斑半径,工序-参数控制,0.9,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""激光淬火控制光斑半径""}",关节轴承内圈球面的激光淬火强化工艺_范晨阳.pdf,f51af0c57afa37522ab566913dea3b07,2025-07-26T10:17:46.232976
R_5d2298e5,激光淬火,硬度,工序-质量控制,0.9,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""激光淬火影响硬度""}",关节轴承内圈球面的激光淬火强化工艺_范晨阳.pdf,5d2298e539fe6f08bbb1f1d4b45566c6,2025-07-26T10:17:46.232976
R_09e46eb0,GCr15轴承钢,马氏体,材料-性能参数,0.9,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""GCr15轴承钢淬火后形成马氏体""}",关节轴承内圈球面的激光淬火强化工艺_范晨阳.pdf,09e46eb006ca1277bd4a41528a89dd07,2025-07-26T10:17:46.232976
R_88b1f4ad,冷喷涂,滑动轴承,工序-零件加工,0.97,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""在滑动轴承表面制备减摩耐磨涂层""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,88b1f4ad78163be6b1beae4fa8d129d2,2025-07-26T10:19:20.250937
R_a3202156,冷喷涂,SnSb11Cu6,工序-材料使用,0.98,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""选用锡基巴氏合金SnSb11Cu6粉末作为喷涂材料""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,a3202156765a7f1fcc3422465a997dd6,2025-07-26T10:19:20.250937
R_6d7e50d6,冷喷涂,N2,工序-材料使用,0.97,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""使用N2作为载气""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,6d7e50d6f409001e2aebe570192bcb6e,2025-07-26T10:19:20.250937
R_1f553c36,冷喷涂,1.5 MPa,工序-参数控制,0.96,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""优化工艺参数""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,1f553c36a2c3013466c70e0adba595a3,2025-07-26T10:19:20.250937
R_9a7ae9b4,冷喷涂,500 ℃,工序-参数控制,0.96,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""优化工艺参数""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,9a7ae9b469001e4fbd1f9b19306b919f,2025-07-26T10:19:20.250937
R_ca5eec06,SnSb11Cu6,28.83 HV0.05,材料-性能参数,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""涂层显微硬度最高为28.83 HV0.05""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,ca5eec0669d4c98657efa706cf3748fa,2025-07-26T10:19:20.250937
R_69c29d1b,SnSb11Cu6,21±3 MPa,材料-性能参数,0.95,"{""direction"": ""单向"", ""strength"": ""强"", ""context"": ""结合强度最高为21±3 MPa""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,69c29d1b7c5c6d20d40d87dcfeb6770a,2025-07-26T10:19:20.250937
R_84f1d346,SEM,SnSb11Cu6,检测-缺陷发现,0.94,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""利用SEM对涂层微观组织形貌进行表征""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,84f1d346dd71ebe32d65a7e7995e7d17,2025-07-26T10:19:20.250937
R_4a93345a,XRD,SnSb11Cu6,检测-缺陷发现,0.94,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""利用XRD对涂层相成分进行分析""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,4a93345aa6f8f2f23259e66895082bff,2025-07-26T10:19:20.250937
R_70ee29cb,离心铸造,滑动轴承,工序-零件加工,0.93,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""传统制备滑动轴承的方法""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,70ee29cbc8c50feae3211cb7066854cd,2025-07-26T10:19:20.250937
R_1c71b13b,SnSb11Cu6,孔隙率,缺陷-零件位置,0.92,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""涂层孔隙率均低于0.5%""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,1c71b13bbc6f8f385e314fb9ac86b7d3,2025-07-26T10:19:20.250937
R_0dc28930,SnSb11Cu6,摩擦系数,材料-性能参数,0.93,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""干摩擦条件下涂层的摩擦系数""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,0dc28930070d1cbe4c4bb65780e045f6,2025-07-26T10:19:20.250937
R_3011c20e,SnSb11Cu6,磨损率,材料-性能参数,0.93,"{""direction"": ""单向"", ""strength"": ""中"", ""context"": ""干摩擦条件下涂层的磨损率""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,3011c20e9062b11cd82b71a372abcc42,2025-07-26T10:19:20.250937
R_04bb973e,冷喷涂,CuAl10涂层,工序-零件加工,1.0,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""冷喷涂工艺制备CuAl10涂层""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,04bb973e257daa08ed80791faa46bc10,2025-07-26T10:19:20.250937
R_a5ce81a4,气体温度,冷喷涂,工序-参数控制,1.0,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""气体温度影响涂层沉积效率""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,a5ce81a43a46a9afe255da77905b5d7c,2025-07-26T10:19:20.250937
R_83b7d890,气体压力,冷喷涂,工序-参数控制,1.0,"{""direction"": ""正向"", ""strength"": ""中等"", ""context"": ""气体压力对沉积效率影响较小""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,83b7d8902b48927d5ff6820b5bb4c2a4,2025-07-26T10:19:20.250937
R_aeb873dc,扫描电镜,孔隙率,检测-缺陷发现,1.0,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""通过SEM观察涂层孔隙率""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,aeb873dc6431a520c3f67c4c1edc75cc,2025-07-26T10:19:20.250937
R_321599c2,CuAl10涂层,40Cr钢基体,零件-零件组合,1.0,"{""direction"": ""双向"", ""strength"": ""强"", ""context"": ""涂层沉积在基体表面""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,321599c23488da787c9ff8e8d8fadc5e,2025-07-26T10:19:20.250937
R_3852b405,铝青铜,CuAl10涂层,材料-零件构成,1.0,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""涂层材料为铝青铜""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,3852b405f927bc374f3b1b5ad4dc6b0a,2025-07-26T10:19:20.250937
R_cee28e29,表面粗糙度,CuAl10涂层,特征-零件包含,1.0,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""涂层表面粗糙度指标""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,cee28e29580891ae2766de5eeb5e489d,2025-07-26T10:19:20.250937
R_9f04768c,孔隙率,CuAl10涂层,缺陷-零件位置,1.0,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""涂层内部孔隙缺陷""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,9f04768c792ce8a32879b1bd122338a0,2025-07-26T10:19:20.250937
R_347370ee,了共析转变β,α+γ2。在干摩擦条件下，相比于基体，涂层的摩擦系数和磨损率更低，冷,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,347370ee17ed3014843821d2363f2d67,2025-07-26T10:19:20.250937
R_739a6a01,β,"α+γ2 occurred. Under dry friction conditions, compared to the substrate, the coating has",工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,739a6a013bb6f3519c0b66c5068b3f1a,2025-07-26T10:19:20.250937
R_7baa2f66,因此，冷喷涂沉积过程中，CuAl10 颗粒发生了共析转变β,α+γ2。,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,7baa2f6625e2393fb1c3357a56ea7e6e,2025-07-26T10:19:20.250937
R_8ddfb831,喷涂沉积过程中，CuAl10 颗粒发生了共析转变β,α+γ2。干摩擦条件下，与基体相比，,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",冷喷涂滑动轴承减摩耐磨涂层的制备及组织性能研究_张晓强.pdf,8ddfb831aab1efb60b114dae56ac80db,2025-07-26T10:19:20.250937
R_f576a546,滑动轴承,轴瓦,产品-零件包含,0.95,"{""direction"": ""包含"", ""strength"": ""强"", ""context"": ""滑动轴承包含轴瓦作为主要部件""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,f576a5463c6c0c6ee19cb9a6aa52fabd,2025-07-26T10:20:25.203916
R_03637fd3,激光加工,微织构,工序-零件加工,0.9,"{""direction"": ""加工"", ""strength"": ""中"", ""context"": ""激光加工用于制造微织构""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,03637fd3bd23f539ea9d20f5f0873610,2025-07-26T10:20:25.203916
R_a481b619,数控车床,粗加工,设备-工序执行,0.85,"{""direction"": ""执行"", ""strength"": ""中"", ""context"": ""数控车床执行粗加工工序""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,a481b619236b3e1b3c639c874c832752,2025-07-26T10:20:25.203916
R_f9e42185,巴氏合金,滑动轴承,材料-产品使用,0.9,"{""direction"": ""用于"", ""strength"": ""强"", ""context"": ""巴氏合金用于制造滑动轴承""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,f9e421854d8d0686fad22a42dedacf3d,2025-07-26T10:20:25.203916
R_f1d8dbdf,扫描电镜,裂纹,检测-缺陷发现,0.85,"{""direction"": ""检测"", ""strength"": ""中"", ""context"": ""扫描电镜用于检测裂纹""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,f1d8dbdf2d784cf75cfe6f68bbfd14fd,2025-07-26T10:20:25.203916
R_6d0bf87a,粗加工,精加工,工序-前后顺序,0.8,"{""direction"": ""前序"", ""strength"": ""弱"", ""context"": ""粗加工在精加工之前""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,6d0bf87aa3572d28d7804058d05e685f,2025-07-26T10:20:25.203916
R_505e2d48,表面粗糙度,摩擦性能,参数-性能影响,0.9,"{""direction"": ""影响"", ""strength"": ""强"", ""context"": ""表面粗糙度影响摩擦性能""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,505e2d482a39b9b84caa51472760da0f,2025-07-26T10:20:25.203916
R_162db729,温度,热处理,工序-参数控制,0.85,"{""direction"": ""控制"", ""strength"": ""中"", ""context"": ""温度是热处理的关键参数""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,162db7293763117e22ec9ceb5efb5384,2025-07-26T10:20:25.203916
R_22066f17,滑动轴承,径向轴承,产品-分类,0.95,"{""direction"": ""属于"", ""strength"": ""强"", ""context"": ""滑动轴承属于径向轴承""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,22066f171e92ec74ead9df751b34e8fe,2025-07-26T10:20:25.203916
R_e3de5b91,激光加工,数控车床,工序-设备使用,0.8,"{""direction"": ""使用"", ""strength"": ""弱"", ""context"": ""激光加工可能使用数控车床""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,e3de5b916c7f7a1b4678c4fe1074e914,2025-07-26T10:20:25.203916
R_df49ab4e,五点差分法,滑动轴承,工艺加工关系,1.0,"{""direction"": ""方法应用于产品"", ""strength"": ""强"", ""context"": ""用于计算轴承润滑性能""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,df49ab4e47f6583b2f7fc929f55c2124,2025-07-26T10:20:25.203916
R_ebdfa5eb,超松弛迭代,油膜厚度,工艺加工关系,1.0,"{""direction"": ""方法控制参数"", ""strength"": ""强"", ""context"": ""用于控制油膜厚度计算收敛""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,ebdfa5eb878d71c274c7f329e1e55f05,2025-07-26T10:20:25.203916
R_6c83759a,圆形微织构,滑动轴承,层次包含关系,1.0,"{""direction"": ""特征属于产品"", ""strength"": ""强"", ""context"": ""微织构设计在轴承表面""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,6c83759a3a5403359c9420046df4acf6,2025-07-26T10:20:25.203916
R_c74869d9,润滑油黏度,滑动轴承,工艺使用关系,1.0,"{""direction"": ""材料用于产品"", ""strength"": ""强"", ""context"": ""润滑性能关键参数""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,c74869d90f52642d77184aa69db764a5,2025-07-26T10:20:25.203916
R_8bbb8258,25μm,五点差分法,参数控制关系,1.0,"{""direction"": ""参数用于方法"", ""strength"": ""强"", ""context"": ""网格尺寸设定""}",径向不对中微织构滑动轴承润滑性能研究_钱俊泽.pdf,8bbb825826bcbe6dd8c15069ea37c744,2025-07-26T10:20:25.203916
R_619e2ef0,人字槽轴承,轴颈,产品-零件包含,0.95,"{""direction"": ""包含"", ""strength"": ""强"", ""context"": ""轴承包含旋转轴颈""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,619e2ef04843a438946f88371eca4316,2025-07-26T10:26:16.284569
R_13490bdc,化学蚀刻,人字槽轴承,工序-零件加工,0.95,"{""direction"": ""加工"", ""strength"": ""强"", ""context"": ""用于加工人字形微槽""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,13490bdc90172b85b41b6259f902322f,2025-07-26T10:26:16.284569
R_21f99912,激光加工,人字槽轴承,工序-零件加工,0.95,"{""direction"": ""加工"", ""strength"": ""中"", ""context"": ""备选加工方法""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,21f999127c963ddc1147dd736abe9f64,2025-07-26T10:26:16.284569
